"dataset_id","scientific_name","common_name","site_name","colony_name","lat_colony","lon_colony","device","bird_id","track_id","age","sex","breed_stage","breed_status","argos_quality","equinox","dtime","track_time","longitude","latitude","bird_track"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-16 00:35:00",NA,-8.75,33.6699999899479,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-18 00:37:00",NA,-9.37,35.0599999906638,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-20 00:36:00",NA,-9.23,34.9699999906172,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-21 12:34:00",NA,-8.8,33.9499999900913,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-27 00:29:00",NA,-7.81,36.459999991388,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-18 12:40:00",NA,-10.14,35.3799999908294,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-19 00:34:00",NA,-8.67,38.8499999926006,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-19 12:30:00",NA,-7.7,38.4899999924214,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-20 12:33:00",NA,-8.5,31.8699999890457,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-21 00:29:00",NA,-7.53,31.5399999888853,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-23 12:28:00",NA,-7.4,32.6699999894418,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-26 00:32:00",NA,-8.51,37.5799999919622,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-26 12:29:00",NA,-7.79,37.7999999920739,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-16 12:37:00",NA,-9.28,35.5099999908968,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-17 00:37:00",NA,-9.31,35.8299999910625,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-17 12:37:00",NA,-9.34,35.4399999908605,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",29047,6085,"adult","male","breeding","breeding",NA,NA,"2007-04-25 12:37:00",NA,-9.74,35.6899999909899,"29047 6085"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-24 12:25:00",NA,-6.7,35.1499999907104,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-24 00:35:00",NA,-9.56,31.9299999890751,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-22 12:41:00",NA,-11.09,33.4999999898612,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-24 12:41:00",NA,-11.05,34.1399999901889,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-26 12:40:00",NA,-10.75,34.7799999905189,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-27 00:41:00",NA,-10.99,33.5699999898969,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-27 12:41:00",NA,-10.97,33.4599999898409,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-01 00:42:00",NA,-11.07,33.6799999899531,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-20 00:46:00",NA,-11.73,31.4799999888563,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-22 00:46:00",NA,-12.35,32.839999989527,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-25 12:44:00",NA,-11.49,34.5299999903898,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-28 12:45:00",NA,-11.94,33.9799999901067,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-31 12:47:00",NA,-12.34,33.7699999899991,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-28 00:41:00",NA,-10.96,33.3499999897849,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-20 12:41:00",NA,-10.5,28.8899999876853,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-17 00:49:00",NA,-12.31,35.8199999910573,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-17 12:47:00",NA,-11.84,36.8099999915683,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-19 00:48:00",NA,-12.17,35.6799999909848,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-19 12:43:00",NA,-10.95,35.3199999907984,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-22 12:31:00",NA,-8.1,38.1399999922457,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-23 00:31:00",NA,-8.13,37.2499999917939,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-25 00:29:00",NA,-7.72,32.399999989307,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-27 12:53:00",NA,-13.83,36.1699999912383,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-28 00:57:00",NA,-14.85,36.4099999913622,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-28 13:07:00",NA,-17.37,37.1599999917478,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-29 01:14:00",NA,-19.13,37.8699999921094,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-29 13:14:00",NA,-19.15,36.0999999912021,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-30 01:12:00",NA,-18.67,36.3499999913313,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-30 13:11:00",NA,-18.43,36.5799999914499,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-03 01:04:00",NA,-16.76,38.5799999924663,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-03 12:58:00",NA,-15.27,37.8999999921246,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-08 00:59:00",NA,-15.62,36.7399999915322,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-10 00:55:00",NA,-14.64,36.7699999915477,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-10 12:56:00",NA,-14.9,36.9799999916556,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-11 00:55:00",NA,-14.65,37.5899999919673,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-13 00:33:00",NA,-9.16,38.759999992556,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-13 12:30:00",NA,-8.41,40.7099999934979,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-18 12:48:00",NA,-12.9,35.0099999906379,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-24 00:29:00",NA,-7.68,36.6099999914654,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-23 12:30:00",NA,-7.9,36.9299999916299,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-04 12:36:00",NA,-9.8,40.3899999933474,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-26 12:47:00",NA,-12.29,36.7399999915322,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-14 12:40:00",NA,-10.92,37.4699999919062,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-16 12:42:00",NA,-11.41,36.4099999913622,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-27 00:48:00",NA,-12.56,35.3699999908242,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-26 00:48:00",NA,-12.52,38.0899999922205,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-07 12:51:00",NA,-13.61,38.6299999924913,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-14 00:37:00",NA,-10.17,38.3999999923763,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-15 00:40:00",NA,-10.92,38.0499999922003,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-15 12:45:00",NA,-12.16,38.5999999924763,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-16 00:50:00",NA,-13.41,38.4299999923914,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-04 00:44:00",NA,-11.79,39.8099999930702,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-06 12:44:00",NA,-11.84,41.0299999936467,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-07 00:50:00",NA,-13.35,39.6499999929929,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-01 12:47:00",NA,-12.31,34.9899999906275,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-03 00:36:00",NA,-9.5,37.9599999921549,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-25 00:41:00",NA,-11.04,35.4899999908864,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-25 12:42:00",NA,-11.28,35.3699999908242,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-26 00:43:00",NA,-11.51,35.2499999907621,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-29 00:42:00",NA,-11.18,35.299999990788,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-29 12:44:00",NA,-11.66,35.8899999910935,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-02 00:43:00",NA,-11.29,36.8799999916043,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-02 12:42:00",NA,-11.02,37.1099999917222,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-08 13:07:00",NA,-17,41.909999994046,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-17 12:57:00",NA,-15.16,30.7099999884911,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-21 00:55:00",NA,-14.62,31.0299999886414,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-12 00:53:00",NA,-14.16,35.579999990933,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-12 12:51:00",NA,-13.66,34.9799999906224,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-18 00:49:00",NA,-13.15,33.9699999901015,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-19 00:51:00",NA,-13.64,33.669999989948,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-19 12:52:00",NA,-13.89,33.1199999896682,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-20 00:52:00",NA,-13.88,33.3799999898001,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-30 12:52:00",NA,-13.63,34.2999999902712,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-31 00:52:00",NA,-13.61,34.5599999904053,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-18 12:54:00",NA,-13.64,32.5299999893718,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-17 00:52:00",NA,-13.91,31.7499999889872,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-20 12:50:00",NA,-13.37,32.839999989527,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-06 13:01:00",NA,-15.6,31.0299999886414,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-02 01:01:00",NA,-15.98,34.3099999902764,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-08 13:00:00",NA,-15.87,35.2199999907466,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-09 00:58:00",NA,-15.38,35.8999999910987,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-09 12:58:00",NA,-15.39,36.1299999912176,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-01 01:11:00",NA,-18.45,35.8299999910625,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-01 13:06:00",NA,-17.22,34.5599999904053,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-02 13:07:00",NA,-17.5,36.0599999911814,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-06 01:10:00",NA,-17.87,35.299999990788,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-18 00:52:00",NA,-13.12,33.6299999899275,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-21 12:56:00",NA,-14.86,30.0399999881841,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-30 00:50:00",NA,-13.14,34.7499999905034,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-04-16 12:56:00",NA,-14.03,30.8799999885707,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-23 00:47:00",NA,-12.58,30.519999988403,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-05-23 12:46:00",NA,-12.32,29.5499999879669,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-07 00:55:00",NA,-14.07,30.2199999882655,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-07-04 13:04:00",NA,-14.91,29.6199999879975,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-07 13:23:00",NA,-21.05,34.4399999903433,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-08 01:13:00",NA,-18.53,41.7099999939565,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-09 01:12:00",NA,-18.23,40.0199999931712,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-09 13:20:00",NA,-20.2,40.2299999932715,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-10 01:20:00",NA,-20.18,41.4899999938572,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-10 13:07:00",NA,-16.91,40.3999999933521,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-11 13:06:00",NA,-16.61,42.589999994344,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-12 01:11:00",NA,-17.83,43.9499999949104,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-12 13:08:00",NA,-17.05,43.2199999946114,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-13 01:13:00",NA,-18.28,41.9799999940771,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-13 13:06:00",NA,-16.5,40.9299999936004,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-14 00:55:00",NA,-13.73,41.4099999938209,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-14 12:32:00",NA,-7.95,40.3499999933284,"76522 6105"
609,"Calonectris borealis","Cory's Shearwater","Portugal","Berlengas",39.41,-9.51,"GLS",76522,6105,"adult","female","breeding","breeding",NA,NA,"2007-06-03 12:37:00",NA,-9.73,38.4899999924214,"76522 6105"
